claim_id,idd_pol_policy,idd_cus_customer,idd_prd_product,d_claim_date,amt_claim
C-2024-0000060,P-2024-001233,100503,3c66679311c1abec9d9192d01ce26f07,2024-10-22,1015.88
C-2024-0000061,P-2024-001359,100372,ee203b1703de1595784024279eff985b,2024-12-21,307.91
C-2025-0000062,P-2024-000355,100382,dcfcf92bb54103cb27c8801b1960989c,2025-02-27,1190.1
C-2024-0000063,P-2024-000792,100203,dcfcf92bb54103cb27c8801b1960989c,2024-09-23,1946.77
C-2025-0000064,P-2024-001681,100629,eb1f8989a62d585d97875883da198e51,2025-07-13,396.91
C-2025-0000065,P-2025-000463,100712,3c66679311c1abec9d9192d01ce26f07,2025-05-30,1397.32
C-2023-0000066,P-2023-000122,100669,eb1f8989a62d585d97875883da198e51,2023-08-16,163.32
C-2023-0000067,P-2023-000804,100552,7f89c4cd954b7f708ce420be328cebb4,2023-06-17,367.47
C-2025-0000068,P-2025-002535,100589,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-08-08,1896.93
C-2023-0000069,P-2023-002395,100748,3c66679311c1abec9d9192d01ce26f07,2023-06-14,433.05
C-2025-0000070,P-2024-002166,100219,dcfcf92bb54103cb27c8801b1960989c,2025-04-22,983.78
C-2023-0000071,P-2023-002363,100561,19bd7beafce7eb141e672aec8fe7d7c3,2023-04-25,874.68
C-2023-0000072,P-2023-001156,100943,19bd7beafce7eb141e672aec8fe7d7c3,2023-02-03,865.75
C-2025-0000073,P-2024-002307,100820,7f89c4cd954b7f708ce420be328cebb4,2025-11-14,287.73
C-2023-0000074,P-2023-001715,100103,7f89c4cd954b7f708ce420be328cebb4,2023-04-13,95.88
C-2024-0000075,P-2024-001027,100595,19bd7beafce7eb141e672aec8fe7d7c3,2024-12-21,2330.8
C-2024-0000076,P-2023-002801,100590,7f89c4cd954b7f708ce420be328cebb4,2024-01-08,200.72
C-2024-0000077,P-2023-002528,100847,3ef69f90a5178021fa2875bdb7700d8e,2024-05-16,281.88
C-2024-0000078,P-2023-001929,100871,19bd7beafce7eb141e672aec8fe7d7c3,2024-02-23,1056.58
C-2025-0000079,P-2024-002868,100728,eb1f8989a62d585d97875883da198e51,2025-08-17,337.08
C-2023-0000080,P-2023-002596,100213,19bd7beafce7eb141e672aec8fe7d7c3,2023-12-26,3388.03
C-2026-0000081,P-2025-000602,100981,ee203b1703de1595784024279eff985b,2026-01-11,222.69
C-2024-0000082,P-2024-001644,100052,dcfcf92bb54103cb27c8801b1960989c,2024-07-20,1334.53
C-2025-0000083,P-2023-001889,100863,7f89c4cd954b7f708ce420be328cebb4,2025-01-20,143.24
C-2024-0000084,P-2024-001638,100676,ee203b1703de1595784024279eff985b,2024-12-27,861.22
C-2024-0000085,P-2023-002142,100333,a2a38920c9919e09c8703d8892080502,2024-08-05,328.05
C-2025-0000086,P-2024-000719,100256,eb1f8989a62d585d97875883da198e51,2025-07-12,267.18
C-2025-0000087,P-2025-001524,100195,eb1f8989a62d585d97875883da198e51,2025-07-15,131.37
C-2025-0000088,P-2024-002041,100789,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-02-28,3756.95
C-2024-0000089,P-2024-002593,100400,3ef69f90a5178021fa2875bdb7700d8e,2024-12-12,331.41
C-2025-0000090,P-2025-001255,100825,a2a38920c9919e09c8703d8892080502,2025-12-12,472.81
C-2024-0000091,P-2024-002595,100982,3c66679311c1abec9d9192d01ce26f07,2024-04-25,1706.73
C-2025-0000092,P-2024-001516,100474,ee203b1703de1595784024279eff985b,2025-04-29,481.15
C-2024-0000093,P-2024-001131,100524,3c66679311c1abec9d9192d01ce26f07,2024-09-29,688.02
C-2024-0000094,P-2024-002852,100923,19bd7beafce7eb141e672aec8fe7d7c3,2024-03-04,671.78
C-2023-0000095,P-2023-002433,100610,3c66679311c1abec9d9192d01ce26f07,2023-07-17,527.32
C-2025-0000096,P-2024-002990,100531,a2a38920c9919e09c8703d8892080502,2025-01-05,352.98
C-2025-0000097,P-2025-000004,100000,dcfcf92bb54103cb27c8801b1960989c,2025-03-08,1263.24
C-2026-0000098,P-2025-002683,100640,3c66679311c1abec9d9192d01ce26f07,2026-01-07,219.56
C-2023-0000099,P-2023-001379,100353,19bd7beafce7eb141e672aec8fe7d7c3,2023-12-03,274.41
C-2025-0000100,P-2024-002704,100464,dcfcf92bb54103cb27c8801b1960989c,2025-03-10,375.3
C-2023-0000101,P-2023-002992,100166,a2a38920c9919e09c8703d8892080502,2023-05-29,111.03
C-2023-0000102,P-2023-002621,100041,ee203b1703de1595784024279eff985b,2023-05-31,322.79
C-2023-0000103,P-2023-002204,100194,7f89c4cd954b7f708ce420be328cebb4,2023-08-15,122.09
C-2024-0000104,P-2024-000664,100463,dcfcf92bb54103cb27c8801b1960989c,2024-04-25,474.7
C-2023-0000105,P-2023-000571,100055,19bd7beafce7eb141e672aec8fe7d7c3,2023-09-18,2714.85
C-2026-0000106,P-2025-002694,100240,ee203b1703de1595784024279eff985b,2026-07-12,835.0
C-2025-0000107,P-2025-002074,100101,3ef69f90a5178021fa2875bdb7700d8e,2025-02-20,180.5
C-2024-0000108,P-2023-000547,100400,ee203b1703de1595784024279eff985b,2024-10-19,945.65
C-2024-0000109,P-2023-000839,100577,ee203b1703de1595784024279eff985b,2024-06-13,715.21
C-2025-0000110,P-2025-002820,100239,ee203b1703de1595784024279eff985b,2025-09-04,913.46
C-2024-0000111,P-2024-002144,100602,3ef69f90a5178021fa2875bdb7700d8e,2024-08-29,280.68
C-2025-0000112,P-2025-001210,100110,eb1f8989a62d585d97875883da198e51,2025-07-14,154.48
C-2024-0000113,P-2024-002960,100833,a2a38920c9919e09c8703d8892080502,2024-02-26,439.96
C-2025-0000114,P-2024-000283,100789,a2a38920c9919e09c8703d8892080502,2025-05-11,481.97
C-2025-0000115,P-2025-002269,100276,a2a38920c9919e09c8703d8892080502,2025-06-17,222.12
C-2025-0000116,P-2024-000411,100604,3c66679311c1abec9d9192d01ce26f07,2025-09-13,1686.21
C-2025-0000117,P-2025-001178,100566,7f89c4cd954b7f708ce420be328cebb4,2025-08-20,83.91
C-2025-0000118,P-2025-000865,100435,a2a38920c9919e09c8703d8892080502,2025-06-07,117.17
C-2025-0000119,P-2025-000655,100621,3ef69f90a5178021fa2875bdb7700d8e,2025-04-02,324.45
C-2023-0000120,P-2023-000223,100299,dcfcf92bb54103cb27c8801b1960989c,2023-05-23,1686.26
C-2023-0000121,P-2023-002551,100442,ee203b1703de1595784024279eff985b,2023-08-09,790.75
C-2025-0000122,P-2024-000614,100046,ee203b1703de1595784024279eff985b,2025-03-25,461.84
C-2025-0000123,P-2024-001838,100832,19bd7beafce7eb141e672aec8fe7d7c3,2025-01-23,2421.51
C-2024-0000124,P-2023-002345,100948,ee203b1703de1595784024279eff985b,2024-03-05,2737.93
C-2023-0000125,P-2023-001853,100482,eb1f8989a62d585d97875883da198e51,2023-04-07,153.02
C-2025-0000126,P-2024-002177,100169,dcfcf92bb54103cb27c8801b1960989c,2025-04-01,1199.05
C-2025-0000127,P-2024-000381,100028,3c66679311c1abec9d9192d01ce26f07,2025-05-09,1423.04
C-2025-0000128,P-2024-000198,100188,ee203b1703de1595784024279eff985b,2025-09-12,351.56
C-2023-0000129,P-2023-002881,100895,a2a38920c9919e09c8703d8892080502,2023-11-21,142.15
C-2023-0000130,P-2023-001090,100540,3c66679311c1abec9d9192d01ce26f07,2023-08-08,814.06
C-2023-0000131,P-2023-001495,100035,eb1f8989a62d585d97875883da198e51,2023-03-11,749.43
C-2024-0000132,P-2024-001624,100092,19bd7beafce7eb141e672aec8fe7d7c3,2024-12-03,297.38
C-2025-0000133,P-2025-001022,100843,dcfcf92bb54103cb27c8801b1960989c,2025-09-17,2371.63
C-2025-0000134,P-2024-002736,100071,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-10-20,404.56
C-2024-0000135,P-2024-002156,100815,ee203b1703de1595784024279eff985b,2024-08-23,532.88
C-2025-0000136,P-2025-000389,100016,19bd7beafce7eb141e672aec8fe7d7c3,2025-11-22,486.63
C-2023-0000137,P-2023-000392,100219,3ef69f90a5178021fa2875bdb7700d8e,2023-10-06,197.0
C-2024-0000138,P-2024-001586,100373,7f89c4cd954b7f708ce420be328cebb4,2024-10-29,355.88
C-2024-0000139,P-2023-000189,100107,3ef69f90a5178021fa2875bdb7700d8e,2024-05-28,188.03
C-2023-0000140,P-2023-001011,100114,3c66679311c1abec9d9192d01ce26f07,2023-09-02,1296.0
C-2025-0000141,P-2025-002690,100224,dcfcf92bb54103cb27c8801b1960989c,2025-10-20,2263.46
C-2025-0000142,P-2024-000381,100028,3c66679311c1abec9d9192d01ce26f07,2025-04-08,1413.67
C-2024-0000143,P-2024-001668,100887,dcfcf92bb54103cb27c8801b1960989c,2024-07-20,1220.21
C-2025-0000144,P-2025-000385,100505,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-11-11,949.16
C-2023-0000145,P-2023-002019,100375,eb1f8989a62d585d97875883da198e51,2023-09-05,287.63
C-2025-0000146,P-2024-000726,100073,eb1f8989a62d585d97875883da198e51,2025-02-14,177.25
C-2023-0000147,P-2023-002519,100127,ee203b1703de1595784024279eff985b,2023-11-11,953.98
C-2023-0000148,P-2023-002018,100056,dcfcf92bb54103cb27c8801b1960989c,2023-12-24,1002.1
C-2024-0000149,P-2023-002795,100877,3ef69f90a5178021fa2875bdb7700d8e,2024-07-07,137.49
C-2024-0000150,P-2023-000297,100075,ee203b1703de1595784024279eff985b,2024-05-14,1718.4
C-2024-0000151,P-2023-001529,100651,dcfcf92bb54103cb27c8801b1960989c,2024-11-03,1107.8
C-2023-0000152,P-2023-000228,100677,3c66679311c1abec9d9192d01ce26f07,2023-05-14,241.42
C-2023-0000153,P-2023-002811,100326,ee203b1703de1595784024279eff985b,2023-09-05,1802.7
C-2025-0000154,P-2025-000842,100380,eb1f8989a62d585d97875883da198e51,2025-04-05,305.54
C-2023-0000155,P-2023-002186,100921,3c66679311c1abec9d9192d01ce26f07,2023-12-18,493.77
C-2024-0000156,P-2023-002912,100390,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-01-07,916.24
C-2025-0000157,P-2025-000844,100824,ee203b1703de1595784024279eff985b,2025-08-07,489.86
C-2025-0000158,P-2024-001083,100457,ee203b1703de1595784024279eff985b,2025-10-15,650.74
C-2024-0000159,P-2024-002559,100888,3ef69f90a5178021fa2875bdb7700d8e,2024-02-18,433.36
C-2023-0000160,P-2023-001372,100953,eb1f8989a62d585d97875883da198e51,2023-11-14,561.79
C-2024-0000161,P-2024-002439,100778,ee203b1703de1595784024279eff985b,2024-04-26,507.23
C-2025-0000162,P-2024-002312,100544,eb1f8989a62d585d97875883da198e51,2025-02-19,296.47
C-2024-0000163,P-2023-001297,100998,dcfcf92bb54103cb27c8801b1960989c,2024-05-25,1073.97
C-2024-0000164,P-2023-001625,100458,7f89c4cd954b7f708ce420be328cebb4,2024-07-08,309.52
C-2024-0000165,P-2023-002679,100155,a2a38920c9919e09c8703d8892080502,2024-09-19,167.41
C-2024-0000166,P-2023-000284,100373,eb1f8989a62d585d97875883da198e51,2024-06-07,110.27
C-2023-0000167,P-2023-002482,100106,ee203b1703de1595784024279eff985b,2023-09-27,1368.91
C-2026-0000168,P-2025-000828,100756,ee203b1703de1595784024279eff985b,2026-02-21,1043.02
C-2025-0000169,P-2024-001515,100499,3ef69f90a5178021fa2875bdb7700d8e,2025-09-02,196.32
C-2023-0000170,P-2023-002869,100234,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-05-29,1212.91
C-2023-0000171,P-2023-002395,100748,3c66679311c1abec9d9192d01ce26f07,2023-03-24,1042.07
C-2024-0000172,P-2024-001327,100326,ee203b1703de1595784024279eff985b,2024-06-17,321.18
C-2025-0000173,P-2025-001872,100446,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-10-11,450.75
C-2024-0000174,P-2023-002945,100698,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-06-25,3021.69
C-2023-0000175,P-2023-001742,100977,eb1f8989a62d585d97875883da198e51,2023-10-15,403.45
C-2024-0000176,P-2023-000375,100520,ee203b1703de1595784024279eff985b,2024-01-18,545.42
C-2023-0000177,P-2023-000194,100039,3c66679311c1abec9d9192d01ce26f07,2023-09-26,1025.53
C-2025-0000178,P-2025-002835,100668,19bd7beafce7eb141e672aec8fe7d7c3,2025-07-16,631.32
C-2025-0000179,P-2025-001786,100282,7f89c4cd954b7f708ce420be328cebb4,2025-12-09,159.33
C-2025-0000180,P-2024-001970,100011,3c66679311c1abec9d9192d01ce26f07,2025-06-18,1295.86
C-2024-0000181,P-2024-000781,100325,ee203b1703de1595784024279eff985b,2024-11-26,200.28
C-2024-0000182,P-2023-000934,100559,3ef69f90a5178021fa2875bdb7700d8e,2024-03-14,125.44
C-2025-0000183,P-2024-001389,100058,7f89c4cd954b7f708ce420be328cebb4,2025-02-18,236.78
C-2025-0000184,P-2024-000726,100073,eb1f8989a62d585d97875883da198e51,2025-01-21,141.05
C-2024-0000185,P-2024-001309,100028,ee203b1703de1595784024279eff985b,2024-11-16,691.45
C-2024-0000186,P-2023-000806,100947,3ef69f90a5178021fa2875bdb7700d8e,2024-04-12,310.86
C-2024-0000187,P-2024-002157,100868,ee203b1703de1595784024279eff985b,2024-12-04,555.85
C-2024-0000188,P-2024-001327,100326,ee203b1703de1595784024279eff985b,2024-12-05,927.48
C-2025-0000189,P-2025-002401,100178,dcfcf92bb54103cb27c8801b1960989c,2025-07-12,2761.28
C-2025-0000190,P-2025-000173,100265,a2a38920c9919e09c8703d8892080502,2025-09-05,467.83
C-2024-0000191,P-2024-000424,100983,eb1f8989a62d585d97875883da198e51,2024-10-30,450.39
C-2024-0000192,P-2023-001589,100714,19bd7beafce7eb141e672aec8fe7d7c3,2024-06-30,546.65
C-2025-0000193,P-2025-001247,100922,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-03-24,1370.63
C-2025-0000194,P-2024-000594,100109,ee203b1703de1595784024279eff985b,2025-02-22,558.14
C-2024-0000195,P-2023-000799,100143,dcfcf92bb54103cb27c8801b1960989c,2024-07-16,2263.36
C-2026-0000196,P-2025-002580,100747,3ef69f90a5178021fa2875bdb7700d8e,2026-01-13,70.94
C-2025-0000197,P-2024-000393,100999,3c66679311c1abec9d9192d01ce26f07,2025-01-13,1521.07
C-2023-0000198,P-2023-000268,100295,eb1f8989a62d585d97875883da198e51,2023-09-21,375.25
C-2024-0000199,P-2024-001068,100101,eb1f8989a62d585d97875883da198e51,2024-08-20,441.69
C-2025-0000200,P-2025-002054,100993,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-11-15,1766.4
C-2024-0000201,P-2024-002083,100707,dcfcf92bb54103cb27c8801b1960989c,2024-08-26,1576.18
C-2024-0000202,P-2024-000594,100109,ee203b1703de1595784024279eff985b,2024-04-11,859.15
C-2024-0000203,P-2024-000260,100118,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-05-22,4377.61
C-2024-0000204,P-2024-002712,100174,7f89c4cd954b7f708ce420be328cebb4,2024-08-20,254.04
C-2025-0000205,P-2024-002771,100500,ee203b1703de1595784024279eff985b,2025-11-20,1931.74
C-2025-0000206,P-2024-001332,100484,3c66679311c1abec9d9192d01ce26f07,2025-01-14,1169.3
C-2024-0000207,P-2024-001874,100456,19bd7beafce7eb141e672aec8fe7d7c3,2024-10-27,910.56
C-2025-0000208,P-2024-002623,100073,eb1f8989a62d585d97875883da198e51,2025-07-29,1105.95
C-2024-0000209,P-2023-001643,100558,3c66679311c1abec9d9192d01ce26f07,2024-04-16,1718.71
C-2024-0000210,P-2024-001039,100014,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-04-08,2246.61
C-2025-0000211,P-2024-000593,100316,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-03-24,3159.39
C-2023-0000212,P-2023-002766,100943,3ef69f90a5178021fa2875bdb7700d8e,2023-09-29,250.46
C-2024-0000213,P-2023-001292,100808,a2a38920c9919e09c8703d8892080502,2024-03-15,189.37
C-2025-0000214,P-2025-002933,100249,ee203b1703de1595784024279eff985b,2025-06-23,567.58
C-2025-0000215,P-2024-002163,100951,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-08-13,5299.38
C-2025-0000216,P-2025-002271,100267,19bd7beafce7eb141e672aec8fe7d7c3,2025-09-02,1813.05
C-2024-0000217,P-2024-002181,100391,ee203b1703de1595784024279eff985b,2024-05-31,856.11
C-2026-0000218,P-2025-002683,100640,3c66679311c1abec9d9192d01ce26f07,2026-03-19,668.07
C-2025-0000219,P-2023-001367,100731,3ef69f90a5178021fa2875bdb7700d8e,2025-02-24,310.16
C-2023-0000220,P-2023-000461,100770,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-07-13,1682.88
C-2023-0000221,P-2023-002937,100221,3c66679311c1abec9d9192d01ce26f07,2023-08-26,1480.91
C-2026-0000222,P-2025-002608,100110,2faf36b0c9f62ee6b234e8e2630d7d3a,2026-03-16,1601.22
C-2024-0000223,P-2024-002575,100572,3ef69f90a5178021fa2875bdb7700d8e,2024-07-05,117.69
C-2023-0000224,P-2023-001212,100954,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-05-06,1751.56
C-2024-0000225,P-2024-000466,100479,dcfcf92bb54103cb27c8801b1960989c,2024-11-04,1710.52
C-2023-0000226,P-2023-002360,100258,ee203b1703de1595784024279eff985b,2023-11-13,508.69
C-2026-0000227,P-2025-000498,100375,ee203b1703de1595784024279eff985b,2026-01-07,377.25
C-2023-0000228,P-2023-002599,100820,3ef69f90a5178021fa2875bdb7700d8e,2023-06-29,519.33
C-2023-0000229,P-2023-001632,100121,3ef69f90a5178021fa2875bdb7700d8e,2023-05-02,159.2
C-2024-0000230,P-2024-001901,100457,a2a38920c9919e09c8703d8892080502,2024-12-31,270.94
C-2024-0000231,P-2024-001475,100827,7f89c4cd954b7f708ce420be328cebb4,2024-09-04,395.96
C-2025-0000232,P-2025-000263,100853,a2a38920c9919e09c8703d8892080502,2025-09-26,480.71
C-2025-0000233,P-2025-001416,100693,3c66679311c1abec9d9192d01ce26f07,2025-10-26,1329.29
C-2024-0000234,P-2024-001213,100127,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-07-18,609.56
C-2025-0000235,P-2025-001155,100735,ee203b1703de1595784024279eff985b,2025-08-18,601.86
C-2023-0000236,P-2023-002264,100320,19bd7beafce7eb141e672aec8fe7d7c3,2023-10-24,420.75
C-2023-0000237,P-2023-000643,100312,ee203b1703de1595784024279eff985b,2023-05-17,502.38
C-2024-0000238,P-2024-002648,100363,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-12-12,1323.1
C-2026-0000239,P-2025-001655,100502,2faf36b0c9f62ee6b234e8e2630d7d3a,2026-02-18,3248.14
C-2023-0000240,P-2023-001315,100594,ee203b1703de1595784024279eff985b,2023-09-23,866.87
C-2025-0000241,P-2024-000230,100944,3c66679311c1abec9d9192d01ce26f07,2025-08-11,2536.74
C-2025-0000242,P-2025-000128,100536,eb1f8989a62d585d97875883da198e51,2025-08-25,74.5
C-2024-0000243,P-2023-001466,100779,7f89c4cd954b7f708ce420be328cebb4,2024-01-07,259.12
C-2024-0000244,P-2024-002961,100201,eb1f8989a62d585d97875883da198e51,2024-04-13,833.11
C-2025-0000245,P-2024-001139,100076,dcfcf92bb54103cb27c8801b1960989c,2025-02-12,3069.82
C-2025-0000246,P-2023-000547,100400,ee203b1703de1595784024279eff985b,2025-03-09,1080.68
C-2025-0000247,P-2024-001130,100039,eb1f8989a62d585d97875883da198e51,2025-04-29,285.0
C-2023-0000248,P-2023-000451,100006,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-12-17,459.84
C-2026-0000249,P-2025-001786,100282,7f89c4cd954b7f708ce420be328cebb4,2026-04-11,115.84
C-2023-0000250,P-2023-002459,100807,3ef69f90a5178021fa2875bdb7700d8e,2023-07-09,87.73
C-2023-0000251,P-2023-002290,100110,19bd7beafce7eb141e672aec8fe7d7c3,2023-06-17,1563.94
C-2024-0000252,P-2023-000330,100591,dcfcf92bb54103cb27c8801b1960989c,2024-06-15,1601.03
C-2026-0000253,P-2025-002963,100831,dcfcf92bb54103cb27c8801b1960989c,2026-02-14,1400.24
C-2025-0000254,P-2023-001363,100773,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-01-20,1534.89
C-2023-0000255,P-2023-001791,100399,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-09-06,1046.83
C-2025-0000256,P-2024-002041,100789,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-02-22,1551.23
C-2024-0000257,P-2024-002720,100541,a2a38920c9919e09c8703d8892080502,2024-07-01,283.25
C-2024-0000258,P-2024-001714,100941,eb1f8989a62d585d97875883da198e51,2024-03-10,348.89
C-2024-0000259,P-2024-002824,100414,3c66679311c1abec9d9192d01ce26f07,2024-12-30,977.35
C-2023-0000260,P-2023-000850,100234,eb1f8989a62d585d97875883da198e51,2023-09-22,46.68
C-2024-0000261,P-2023-001440,100784,ee203b1703de1595784024279eff985b,2024-04-03,408.15
C-2025-0000262,P-2025-000763,100649,ee203b1703de1595784024279eff985b,2025-06-15,1008.72
C-2024-0000263,P-2023-000155,100050,ee203b1703de1595784024279eff985b,2024-08-14,417.2
C-2023-0000264,P-2023-000205,100862,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-11-26,2453.02
C-2024-0000265,P-2023-001442,100064,3ef69f90a5178021fa2875bdb7700d8e,2024-09-11,371.14
